type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123194145.00 ,roger_roger,WTH? Did the stupid rally get?violent?,,,
mbdata,20140123194148.00 ,truccotrucco,Everyone is hiding some guy just reached up and grabbed his food who can eat in a time like this?,36.059,24.856,
mbdata,20140123194148.00 ,protoGuy,shot cop is still on the ground why isn't anyone helping him?,,,
mbdata,20140123194148.00 ,megaMan,lots of people took cover. get behind something folks. #TAG,,,
mbdata,20140123194148.00 ,CentralBulletin,report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin,,,
mbdata,20140123194148.00 ,HomelandIlluminations,witnesses report that gunmen have hostages,,,
mbdata,20140123194148.00 ,Officia1AbilaPost,Eight surprising facts about the #GelatoGalore empire. snad.co.kronos/38cnik34,,,
mbdata,20140123194148.00 ,Simon_Hamaeth,I hope someone knows we're trapped in here #helpus #APD,,,
ccdata,20140123194148.00 ,,SUBJECT STOP,,,3277 N. Agentes St
mbdata,20140123194157.00 ,FriendsOfKronos,cop shot at gelatogalore by POK terrorist knew it was only a matter of time #POK #terror,,,
mbdata,20140123194157.00 ,megaMan,@ben some reporters have shown up - not sure whos who,,,
mbdata,20140123194157.00 ,NewsOnlineToday,Witnesses report police holding off multiple gunmen #Abila,,,
ccdata,20140123194157.00 ,,FIRE/MEDICS NEEDED-OFFICER DOWN,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194200.00 ,phantomagate,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194200.00 ,vetsRock,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194200.00 ,vetsRock,RT @SiaradSea Real life action movie going on outside. Most exciting milk run ever!,,,
mbdata,20140123194203.00 ,truccotrucco,OMG Abila Post says a cop got shot! what is happening??????,36.059,24.856,
mbdata,20140123194203.00 ,FriendsOfKronos,cop killed by POK terorists! where does the violence stop? #POK #terror,,,
mbdata,20140123194203.00 ,megaMan,still only taking peeks #stayingbehindmymailbox #TAG,,,
mbdata,20140123194203.00 ,NewsOnlineToday,Witnesses report gunmen have hostages #Abila,,,
mbdata,20140123194211.00 ,kingWilly,Just left coffee store - omg it could have been me. pray for people still there.,,,
mbdata,20140123194211.00 ,protoGuy,lots of people in the stores - do they know they are in danger?,,,
mbdata,20140123194211.00 ,megaMan,lots of people trapped inside gelato. idiot standing up is going to get shot #TAG,,,
mbdata,20140123194211.00 ,hempRules,Everyone stay indoors -- there's someone shooting people at Gelato Galor!!!!!  Don't go outside!,,,
mbdata,20140123194211.00 ,KronosQuoth,Remember no one can make you feel inferior without your consent.  #KronosStar #POKRally,,,
mbdata,20140123194211.00 ,KronosQuoth,"Life isnt about getting and having, its about giving and being.  #KronosStar #POKRally",,,
mbdata,20140123194211.00 ,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123194211.00 ,Clevvah4Evah,The rally has peaked my interest! #POK #Rally #Grammar,,,
mbdata,20140123194214.00 ,truccotrucco,stupid guy is standing up looking out the windows does he want to get shot?,36.059,24.856,
mbdata,20140123194214.00 ,megaMan,just a few lights in the gelato parking lot - hard to see clearly #TAG,,,
ccdata,20140123194214.00 ,,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,1492 N. Lumen St
mbdata,20140123194222.00 ,lordWally,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,,,
mbdata,20140123194222.00 ,soup4u,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,,,
mbdata,20140123194222.00 ,blueSunshine,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,,,
mbdata,20140123194222.00 ,truccotrucco,sit down pls!,36.059,24.856,
mbdata,20140123194222.00 ,megaMan,headlights from each car focused on the other #TAG,,,
mbdata,20140123194222.00 ,InternationalNews,Breaking news in Abila! Shots fired at Gelato Galore. Police officer is down. #IntNews,,,
ccdata,20140123194222.00 ,,CHECK ON HAZARD,,,6007 N. Artakis St
mbdata,20140123194228.00 ,truccotrucco,havent heard any more shots pls no more #shooting,36.059,24.856,
mbdata,20140123194228.00 ,unicorns,OMG #standoff I just left town and everything goes to pot,,,
mbdata,20140123194228.00 ,protoGuy,"no more shooting, their just waiting for someone to make a move",,,
mbdata,20140123194228.00 ,KronosStar,Government officials are telling people to please stay away from the crime scene. #KronosStar,,,
ccdata,20140123194228.00 ,,FIRE/MEDICS NEEDED-AMBULANCE DISPATCHED,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194229.00 ,sarajane,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194229.00 ,brandonL,RT @SiaradSea Yikes! Gunfire! Hiding behind the watermelons,,,
mbdata,20140123194234.00 ,Clevvah4Evah,I would like to return the complement #POK #Rally #Grammar,,,
mbdata,20140123194234.00 ,KronosQuoth,You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI,,,
mbdata,20140123194241.00 ,jgrobannne,RT @roger_roger WTH? Did the rally get?violent?,,,
mbdata,20140123194245.00 ,rnbwBrite,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,,,
mbdata,20140123194245.00 ,electricAvenue,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,,,
mbdata,20140123194245.00 ,phantomagate,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,,,
mbdata,20140123194257.00 ,teresaJ,RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila,,,
mbdata,20140123194300.00 ,klingon4real,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194300.00 ,dolls4sale,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194300.00 ,rrWine,RT @protoGuy OMG dude in a black van is shooting at the cops!  Bullets everywhere.,,,
mbdata,20140123194300.00 ,lordWally,RT @sofitees cops?r right behind - whats up? think that was gunshots #CRAZY,,,
mbdata,20140123194300.00 ,blueSunshine,RT @megaMan @ben bullets can't go thru mailbox! #thanks4nothing,,,
mbdata,20140123194300.00 ,brain448,RT @CentralBulletin report of gun fire at Abila business #Abila #CentralBulletin,,,
mbdata,20140123194300.00 ,ourcountryourrights,"good music, good message - Viktor-E and POK in the park #POK",,,
mbdata,20140123194300.00 ,FriendsOfKronos,stay away from Gelatogalore terrorists shooting cops! #POK #terror,,,
mbdata,20140123194300.00 ,Sara_Nespola,I thinkthe cop got hurt,,,
mbdata,20140123194300.00 ,megaMan,I think the shooting is done but what now? #TAG,,,
mbdata,20140123194300.00 ,HomelandIlluminations,reports of hostage standoff at corner of Ithakis and Alexandrias.,,,
mbdata,20140123194300.00 ,soulofShi,Wow! Most excitement this town has seen in a while.  Going down to #GG to check it out. Who's with me?,,,
mbdata,20140123194300.00 ,SiaradSea,keping movig typinghard,,,
mbdata,20140123194300.00 ,roger_roger,Guy here thinks we can make a break for it. he's? chekcing the back room,,,
mbdata,20140123194300.00 ,Clevvah4Evah,I want a job 80% mental 30% fiscal #POK #Rally #Grammar,,,
mbdata,20140123194303.00 ,microBanana,RT @NewsOnlineToday Witnesses report gunmen have hostages #Abila,,,
mbdata,20140123194311.00 ,rrWine,RT @protoGuy lots of people in the stores - do they know they are in danger?,,,
mbdata,20140123194311.00 ,truccotrucco,who shoots a cop? who are these maniacs?!?!,36.059,24.856,
mbdata,20140123194311.00 ,megaMan,Hearing lots of sirens in the background - not as many here as you might think #TAG,,,
mbdata,20140123194311.00 ,HomelandIlluminations,APD has one unit on site.,,,
mbdata,20140123194311.00 ,NewsOnlineToday,Report of hostage standoff #Abila,,,
ccdata,20140123194311.00 ,,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,1066 N. Lumen St
mbdata,20140123194322.00 ,lordWally,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,,,
mbdata,20140123194322.00 ,henri,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,,,
mbdata,20140123194322.00 ,courage4life,RT @megaMan cop down? #troubleatgelato,,,
mbdata,20140123194322.00 ,Sara_Nespola,the cop isn't moving,,,
mbdata,20140123194322.00 ,megaMan,Newspaper people wandering around are going to get shot #TAG,,,
mbdata,20140123194322.00 ,AbilaPost,#APD officer has been shot by the driver of a black van #AbilaPost,,,
mbdata,20140123194322.00 ,Officia1AbilaPost,Three killed in police action at #POK rally. smad.co.kronos/239nk89,,,
mbdata,20140123194322.00 ,panopticon,OMG! the cop got shot and still isnt moving i cant belivef it whats happeningn?,,,
mbdata,20140123194322.00 ,prettyRain,someones going to try to get out of here i'm so scared,,,
mbdata,20140123194328.00 ,KronosQuoth,"Try not to become a person of success, but rather try to become a person of value.  #POKRally #HI",,,
mbdata,20140123194328.00 ,KronosQuoth,To be successful you must accept all challenges that come your way. You can't just accept the ones you like.  #POKRally #HI,,,
mbdata,20140123194328.00 ,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,
mbdata,20140123194328.00 ,Clevvah4Evah,My boss just made a 360 on his last decision! #POK #Rally #Grammar,,,
mbdata,20140123194329.00 ,ninjabob,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194329.00 ,dolls4sale,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194329.00 ,henri,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194329.00 ,brain448,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194333.00 ,BlueVelvet,RT @truccotrucco why didnt i stay at the rally? im trapped in here the van is right outsdie the door,,,
mbdata,20140123194333.00 ,rrWine,RT @protoGuy cops and the van dude are hiding behind their doors - just like the movies,,,
mbdata,20140123194337.00 ,pumpitup,Click this link and nobody gets hurt! /linkcity.kronos,,,
mbdata,20140123194337.00 ,brontes_riff,THEY'RE KNOCKING ON DOORS!!!!,,,
mbdata,20140123194337.00 ,megaMan,"More sirens, people running down street away from gelato. I'm sticking. #TAG",,,
mbdata,20140123194337.00 ,AbilaPost,#APD ambulance has been dispatched the gelatogalore shooting #AbilaPost,,,
mbdata,20140123194337.00 ,KronosStar,Officials are asking public to be patient while APD resolves the issue. #KronosStar,,,
mbdata,20140123194337.00 ,sofitees,somany cops i cant beleive this is happening just wanted coffee,36.059,24.857,
ccdata,20140123194337.00 ,,DIRE EMERGENCY/POLICE NEEDED-OFFICER DOWN-SEND ADDITIONAL UNITS,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194339.00 ,truccotrucco,im hearing more sirens i think i can get a view outside #shooting,36.059,24.856,
mbdata,20140123194339.00 ,HomelandIlluminations,Ambulance arrived at scene of standoff,,,
ccdata,20140123194339.00 ,,DISTURBANCE-NOISE,,,1979 N. Arkadou St
mbdata,20140123194340.00 ,gardener4958,RT @redisrad scary looking APD says #evacuate,,,
mbdata,20140123194341.00 ,sarajane,RT @sofitees i think a cop got shot! hes down?n might be dead,,,
mbdata,20140123194345.00 ,zengardener,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,,,
mbdata,20140123194345.00 ,microBanana,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,,,
mbdata,20140123194345.00 ,sarajane,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,,,
mbdata,20140123194346.00 ,rockStar113,police just told us to stay away from the area,,,
mbdata,20140123194346.00 ,megaMan,More police here and ambulance.  Good luck getting him out. #TAG,,,
mbdata,20140123194346.00 ,AbilaPoliceDepartment,Wounded officer being evacuated,,,
mbdata,20140123194346.00 ,dtrejos,Sounds like more than one amblance #standoff #fire,,,
mbdata,20140123194346.00 ,Simon_Hamaeth,ambulance is here for the cop- wonder if he'll be okay #praying,,,
mbdata,20140123194348.00 ,courage4life,RT @CentralBulletin report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin,,,
mbdata,20140123194348.00 ,siliconKing,RT @Simon_Hamaeth I hope someone knows we're trapped in here #helpus #APD,,,
mbdata,20140123194357.00 ,wiseWords,RT @megaMan @ben some reporters have shown up - not sure whos who,,,
mbdata,20140123194357.00 ,klingon4real,RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila,,,
mbdata,20140123194357.00 ,FriendsOfKronos,ambulance on it sway to gleatogalore shooting police officer shot #POK,,,
mbdata,20140123194357.00 ,protoGuy,I wonder who this van dude is he looks like he wants to kill the cops,,,
mbdata,20140123194357.00 ,megaMan,@ben Its a cop. Not sure his status.,,,
mbdata,20140123194357.00 ,CentralBulletin,officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin,,,
mbdata,20140123194359.00 ,KronosQuoth,Go confidently in the direction of your dreams.  Live the life you have imagined.  #KronosStar #POKRally,,,
mbdata,20140123194400.00 ,dolls4sale,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194400.00 ,lindyT,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194400.00 ,electricAvenue,RT @panopticon somebody is shooting across the street at gelatogalore - just went to octavios for an ink cartridge,,,
mbdata,20140123194400.00 ,brain448,RT @Sara_Nespola Somebody is shooting at us!,,,
mbdata,20140123194400.00 ,teresaJ,RT @SiaradSea keping movig typinghard,,,
mbdata,20140123194400.00 ,michelleR,May the creator bless the souls of the gunmen who lost their minds,,,
mbdata,20140123194400.00 ,megaMan,@ben sorry! its hard to report everything when yr behind a mailbox #TAG,,,
mbdata,20140123194400.00 ,praise111,prayers for the injured police officer and his family,,,
mbdata,20140123194400.00 ,HomelandIlluminations,Witnesses are reporting gunfire at corner of Ithakis and Alexandrias,,,
mbdata,20140123194400.00 ,roger_roger,I've gotta get out of here I can't believe this is happening,,,
ccdata,20140123194400.00 ,,ALARM-SECURE NO CRIME,,,5501 Anrop St
mbdata,20140123194403.00 ,sarajane,RT @FriendsOfKronos cop killed by POK terorists! where does the violence stop? #POK #terror,,,
